StockCode,Description,desc_stockcode
72752A,1,Unduplicated
72752B,1,Unduplicated
72752C,0,Unduplicated
72752D,0,Unduplicated
72753A,1,Unduplicated
72753B,1,Unduplicated
72753C,1,Unduplicated
72753D,1,Unduplicated
72754A,2,Duplicated
72754B,1,Unduplicated
72754C,0,Unduplicated
72754D,1,Unduplicated
72755A,0,Unduplicated
72755B,0,Unduplicated
72755C,1,Unduplicated
72755D,2,Duplicated
72756,2,Duplicated
72759,1,Unduplicated
72760B,1,Unduplicated
72768,0,Unduplicated
72771B,1,Unduplicated
72771C,1,Unduplicated
72772,1,Unduplicated
72777,0,Unduplicated
72778,0,Unduplicated
72779,1,Unduplicated
72780,1,Unduplicated
72781,1,Unduplicated
72783,1,Unduplicated
72785A,1,Unduplicated
72785B,1,Unduplicated
72789,1,Unduplicated
72793,1,Unduplicated
72796A,1,Unduplicated
72796B,1,Unduplicated
72796C,1,Unduplicated
72798A,0,Unduplicated
72798B,0,Unduplicated
72798C,1,Unduplicated
72799A,1,Unduplicated
72799B,1,Unduplicated
72799C,1,Unduplicated
72799D,1,Unduplicated
72799E,1,Unduplicated
72799F,1,Unduplicated
72800A,1,Unduplicated
72800B,2,Duplicated
72800C,2,Duplicated
72800D,2,Duplicated
72800E,1,Unduplicated
72800F,1,Unduplicated
72801C,3,Duplicated
72801D,2,Duplicated
72801E,2,Duplicated
72801F,1,Unduplicated
72801G,2,Duplicated
72801H,0,Unduplicated
72801c,2,Duplicated
72801d,2,Duplicated
72801e,2,Duplicated
72801g,2,Duplicated
72802A,4,Duplicated
72802B,2,Duplicated
72802C,3,Duplicated
72802a,1,Unduplicated
72802c,1,Unduplicated
72803A,3,Duplicated
72803B,1,Unduplicated
72803b,1,Unduplicated
72805,1,Unduplicated
72806,0,Unduplicated
72807A,5,Duplicated
72807B,4,Duplicated
72807C,4,Duplicated
72807a,1,Unduplicated
72807b,1,Unduplicated
72807c,1,Unduplicated
72809,0,Unduplicated
72811,1,Unduplicated
72812,2,Duplicated
72814,2,Duplicated
72815,1,Unduplicated
72816,1,Unduplicated
72817,4,Duplicated
72818,2,Duplicated
72819,1,Unduplicated
72821,1,Unduplicated
75011,1,Unduplicated
75013B,1,Unduplicated
75049L,1,Unduplicated
75131,1,Unduplicated
75132,0,Unduplicated
75149N,2,Duplicated
75172,1,Unduplicated
75178,1,Unduplicated
77079,1,Unduplicated
77081,2,Duplicated
77101A,1,Unduplicated
78026,1,Unduplicated
78027,1,Unduplicated
78033,1,Unduplicated
78034B,1,Unduplicated
78056,1,Unduplicated
78124,1,Unduplicated
79000,4,Duplicated
79003B,0,Unduplicated
79023B,0,Unduplicated
79026B,1,Unduplicated
79029,1,Unduplicated
79030A,2,Duplicated
79030D,3,Duplicated
79030G,4,Duplicated
79051A,3,Duplicated
79051a,1,Unduplicated
79053A,0,Unduplicated
79053B,0,Unduplicated
79053D,0,Unduplicated
79057B,0,Unduplicated
79062D,1,Unduplicated
79063C,1,Unduplicated
79063D,1,Unduplicated
79064C,0,Unduplicated
79065A,1,Unduplicated
79065B,0,Unduplicated
79066K,1,Unduplicated
79066k,1,Unduplicated
79067,1,Unduplicated
79069A,0,Unduplicated
79070B,0,Unduplicated
79070b,1,Unduplicated
79071A,0,Unduplicated
79071B,1,Unduplicated
79072,1,Unduplicated
79082C,0,Unduplicated
79140,2,Duplicated
79142,0,Unduplicated
79144B,1,Unduplicated
79144C,1,Unduplicated
79149B,1,Unduplicated
79151B,1,Unduplicated
79157B,1,Unduplicated
79157V,1,Unduplicated
79160,1,Unduplicated
79161A,1,Unduplicated
79163,3,Duplicated
79164,2,Duplicated
79165,0,Unduplicated
79172D,1,Unduplicated
79190A,1,Unduplicated
79190B,1,Unduplicated
79190D,1,Unduplicated
79191B,1,Unduplicated
79191C,1,Unduplicated
79191D,1,Unduplicated
79192A,1,Unduplicated
79301,1,Unduplicated
79302C,0,Unduplicated
79302J,0,Unduplicated
79302M,2,Duplicated
79302m,1,Unduplicated
79303A,1,Unduplicated
79303B,1,Unduplicated
79303D,1,Unduplicated
79308B,1,Unduplicated
79309A,0,Unduplicated
79315B,0,Unduplicated
79315W,1,Unduplicated
79320,2,Duplicated
79321,1,Unduplicated
79323B,2,Duplicated
79323G,2,Duplicated
79323GR,3,Duplicated
79323LP,2,Duplicated
79323P,2,Duplicated
79323S,3,Duplicated
79323W,3,Duplicated
79328,1,Unduplicated
79329,1,Unduplicated
79331,1,Unduplicated
79333,0,Unduplicated
79336,1,Unduplicated
79337,1,Unduplicated
79338,1,Unduplicated
79340P,1,Unduplicated
79340W,1,Unduplicated
79341,2,Duplicated
79342B,2,Duplicated
79342b,1,Unduplicated
79403,1,Unduplicated
79406,1,Unduplicated
79413,1,Unduplicated
79532,1,Unduplicated
79534,1,Unduplicated
81950B,2,Duplicated
81950V,2,Duplicated
81952B,2,Duplicated
81952V,2,Duplicated
81953B,2,Duplicated
81953P,1,Unduplicated
81985A,1,Unduplicated
82001S,2,Duplicated
82001s,2,Duplicated
82011A,1,Unduplicated
82011B,1,Unduplicated
82011C,1,Unduplicated
82011E,1,Unduplicated
82039C,0,Unduplicated
82069,1,Unduplicated
82072,1,Unduplicated
82076,1,Unduplicated
82081,1,Unduplicated
82093,1,Unduplicated
82095,1,Unduplicated
82096,0,Unduplicated
82482,1,Unduplicated
82483,2,Duplicated
82484,1,Unduplicated
82486,2,Duplicated
82494L,4,Duplicated
82494l,1,Unduplicated
82545A,1,Unduplicated
82551,1,Unduplicated
82552,2,Duplicated
82553,1,Unduplicated
82567,1,Unduplicated
82576,0,Unduplicated
82577,0,Unduplicated
82578,1,Unduplicated
82580,1,Unduplicated
82581,2,Duplicated
82582,4,Duplicated
82583,4,Duplicated
82585,1,Unduplicated
82587,1,Unduplicated
82595,0,Unduplicated
82597,2,Duplicated
82599,2,Duplicated
82600,4,Duplicated
82605,2,Duplicated
82607A,2,Duplicated
82607C,2,Duplicated
82607E,1,Unduplicated
82609,0,Unduplicated
82613A,2,Duplicated
82613B,1,Unduplicated
82613C,1,Unduplicated
82613D,1,Unduplicated
82613a,1,Unduplicated
82613b,1,Unduplicated
82613c,1,Unduplicated
82615,1,Unduplicated
82616A,1,Unduplicated
82616B,1,Unduplicated
82616C,1,Unduplicated
84006,1,Unduplicated
84007,1,Unduplicated
84010,0,Unduplicated
84012,1,Unduplicated
84016,4,Duplicated
84029C,1,Unduplicated
84029D,1,Unduplicated
84029E,1,Unduplicated
84029G,1,Unduplicated
84029c,1,Unduplicated
84030B,1,Unduplicated
84030C,1,Unduplicated
84030E,1,Unduplicated
84030b,1,Unduplicated
84030c,1,Unduplicated
84030e,1,Unduplicated
84031A,1,Unduplicated
84031B,1,Unduplicated
84031a,1,Unduplicated
84031b,1,Unduplicated
84032A,1,Unduplicated
84032B,1,Unduplicated
84033,1,Unduplicated
84050,3,Duplicated
84051,1,Unduplicated
84077,1,Unduplicated
84078A,3,Duplicated
84081,1,Unduplicated
84086B,1,Unduplicated
84086C,1,Unduplicated
84192,1,Unduplicated
84195,0,Unduplicated
84199,1,Unduplicated
84200,0,Unduplicated
84201B,1,Unduplicated
84201C,1,Unduplicated
84205C,1,Unduplicated
84206A,1,Unduplicated
84206B,2,Duplicated
84206C,1,Unduplicated
84212,1,Unduplicated
84218,1,Unduplicated
84219,1,Unduplicated
84224,0,Unduplicated
84226,1,Unduplicated
84227,1,Unduplicated
84228,3,Duplicated
84231,1,Unduplicated
84247B,0,Unduplicated
84247C,1,Unduplicated
84247D,0,Unduplicated
84247E,2,Duplicated
84247G,1,Unduplicated
84247H,1,Unduplicated
84247J,1,Unduplicated
84247K,1,Unduplicated
84247L,1,Unduplicated
84247N,1,Unduplicated
84248B,0,Unduplicated
84248E,0,Unduplicated
84248F,0,Unduplicated
84249A,3,Duplicated
84249D,1,Unduplicated
84250H,0,Unduplicated
84250M,1,Unduplicated
84251B,1,Unduplicated
84251C,1,Unduplicated
84251F,1,Unduplicated
84251G,1,Unduplicated
84251J,1,Unduplicated
84255A,1,Unduplicated
84255B,1,Unduplicated
84270,3,Duplicated
84279B,1,Unduplicated
84279P,4,Duplicated
84288B,1,Unduplicated
84292,1,Unduplicated
84292B,1,Unduplicated
84306,1,Unduplicated
84311,1,Unduplicated
84313A,1,Unduplicated
84313B,2,Duplicated
84313C,2,Duplicated
84327A,1,Unduplicated
84340,1,Unduplicated
84341A,0,Unduplicated
84341B,1,Unduplicated
84344,0,Unduplicated
84347,2,Duplicated
84352,2,Duplicated
84356,2,Duplicated
84358,1,Unduplicated
84360,1,Unduplicated
84366,1,Unduplicated
84367,2,Duplicated
84371,1,Unduplicated
84375,1,Unduplicated
84378,1,Unduplicated
84380,1,Unduplicated
84387A,1,Unduplicated
84388,1,Unduplicated
84389,0,Unduplicated
84394,0,Unduplicated
84395,0,Unduplicated
84396,1,Unduplicated
84402B,1,Unduplicated
84402C,0,Unduplicated
84402D,1,Unduplicated
84405A,2,Duplicated
84406B,4,Duplicated
84406b,1,Unduplicated
84414B,2,Duplicated
84415A,1,Unduplicated
84415B,1,Unduplicated
84422,2,Duplicated
84424A,1,Unduplicated
84425A,1,Unduplicated
84427B,1,Unduplicated
84429A,1,Unduplicated
84437A,1,Unduplicated
84439B,0,Unduplicated
84440B,0,Unduplicated
84444C,0,Unduplicated
84447,1,Unduplicated
84448,0,Unduplicated
84449,0,Unduplicated
84450A,1,Unduplicated
84450B,2,Duplicated
84452,1,Unduplicated
84454,2,Duplicated
84455,1,Unduplicated
84456,1,Unduplicated
84457,1,Unduplicated
84458,1,Unduplicated
84459A,1,Unduplicated
84459B,1,Unduplicated
84460A,0,Unduplicated
84461,1,Unduplicated
84462,1,Unduplicated
84464,1,Unduplicated
84465,1,Unduplicated
84466,1,Unduplicated
84467,1,Unduplicated
84469,1,Unduplicated
84472,1,Unduplicated
84476A,0,Unduplicated
84482,1,Unduplicated
84493,1,Unduplicated
84494B,0,Unduplicated
84497,1,Unduplicated
84499,1,Unduplicated
84507B,1,Unduplicated
84507C,2,Duplicated
84508A,4,Duplicated
84508B,1,Unduplicated
84508C,2,Duplicated
84509A,2,Duplicated
84509B,2,Duplicated
84509C,3,Duplicated
84509E,2,Duplicated
84509F,2,Duplicated
84509G,2,Duplicated
84509a,2,Duplicated
84509b,1,Unduplicated
84509c,3,Duplicated
84509e,1,Unduplicated
84509g,1,Unduplicated
84510A,1,Unduplicated
84510B,1,Unduplicated
84510C,2,Duplicated
84510E,1,Unduplicated
84510F,1,Unduplicated
84510a,1,Unduplicated
84510b,1,Unduplicated
84510c,2,Duplicated
84510e,1,Unduplicated
84511,0,Unduplicated
84519A,1,Unduplicated
84519B,1,Unduplicated
84519D,0,Unduplicated
84520B,1,Unduplicated
84520D,1,Unduplicated
84520b,1,Unduplicated
84522,1,Unduplicated
84526,1,Unduplicated
84527,1,Unduplicated
84529A,1,Unduplicated
84529B,1,Unduplicated
84529C,1,Unduplicated
84531A,2,Duplicated
84531B,2,Duplicated
84532B,1,Unduplicated
84533B,1,Unduplicated
84534B,1,Unduplicated
84534b,1,Unduplicated
84535A,1,Unduplicated
84535B,1,Unduplicated
84536A,1,Unduplicated
84536B,1,Unduplicated
84536a,1,Unduplicated
84536b,1,Unduplicated
84537B,1,Unduplicated
84539,1,Unduplicated
84546,1,Unduplicated
84548,1,Unduplicated
84549,1,Unduplicated
84550,1,Unduplicated
84551,1,Unduplicated
84555A,1,Unduplicated
84558A,1,Unduplicated
84558B,0,Unduplicated
84558a,1,Unduplicated
84559A,1,Unduplicated
84559B,1,Unduplicated
84559D,1,Unduplicated
84559a,1,Unduplicated
84559b,1,Unduplicated
84559d,1,Unduplicated
84562A,1,Unduplicated
84562B,1,Unduplicated
84563A,2,Duplicated
84563B,2,Duplicated
84564,1,Unduplicated
84567,1,Unduplicated
84568,1,Unduplicated
84569A,1,Unduplicated
84569B,1,Unduplicated
84569C,1,Unduplicated
84569D,1,Unduplicated
84570B,1,Unduplicated
84571,0,Unduplicated
84572,1,Unduplicated
84575A,1,Unduplicated
84575B,1,Unduplicated
84576,2,Duplicated
84578,2,Duplicated
84580,1,Unduplicated
84581,2,Duplicated
84582,1,Unduplicated
84584,2,Duplicated
84585L,0,Unduplicated
84586L,1,Unduplicated
84592,1,Unduplicated
84593,1,Unduplicated
84595B,1,Unduplicated
84595E,1,Unduplicated
84596B,1,Unduplicated
84596E,1,Unduplicated
84596F,1,Unduplicated
84596G,2,Duplicated
84596I,1,Unduplicated
84596J,1,Unduplicated
84596K,1,Unduplicated
84596L,1,Unduplicated
84596b,1,Unduplicated
84596e,1,Unduplicated
84596f,1,Unduplicated
84596g,1,Unduplicated
84596j,1,Unduplicated
84596l,1,Unduplicated
84597A,0,Unduplicated
84597B,2,Duplicated
84597C,1,Unduplicated
84598,2,Duplicated
84599,1,Unduplicated
84600,1,Unduplicated
84600A,0,Unduplicated
84601A,1,Unduplicated
84608,1,Unduplicated
84609,2,Duplicated
84611B,2,Duplicated
84612B,2,Duplicated
84613A,3,Duplicated
84613C,1,Unduplicated
84614A,2,Duplicated
84614C,1,Unduplicated
84615,1,Unduplicated
84616,1,Unduplicated
84617,2,Duplicated
84619,1,Unduplicated
84620,1,Unduplicated
84621,1,Unduplicated
84622,1,Unduplicated
84623,1,Unduplicated
84625A,1,Unduplicated
84625B,2,Duplicated
84625C,1,Unduplicated
84625D,1,Unduplicated
84626,1,Unduplicated
84627,1,Unduplicated
84629,1,Unduplicated
84630,1,Unduplicated
84631,1,Unduplicated
84632,1,Unduplicated
84637,1,Unduplicated
84638,1,Unduplicated
84641,1,Unduplicated
84642,0,Unduplicated
84648,1,Unduplicated
84653,1,Unduplicated
84656,1,Unduplicated
84657,1,Unduplicated
84658,1,Unduplicated
84659A,2,Duplicated
84660A,2,Duplicated
84660B,1,Unduplicated
84660C,1,Unduplicated
84660a,1,Unduplicated
84660b,1,Unduplicated
84660c,1,Unduplicated
84661A,1,Unduplicated
84661B,1,Unduplicated
84661C,1,Unduplicated
84661a,1,Unduplicated
84661b,1,Unduplicated
84661c,1,Unduplicated
84663A,1,Unduplicated
84664,1,Unduplicated
84665,2,Duplicated
84666,1,Unduplicated
84670,2,Duplicated
84671A,0,Unduplicated
84671B,1,Unduplicated
84672A,0,Unduplicated
84673A,1,Unduplicated
84673B,1,Unduplicated
84674,1,Unduplicated
84675,1,Unduplicated
84676,1,Unduplicated
84678,1,Unduplicated
84679,1,Unduplicated
84680,2,Duplicated
84681,0,Unduplicated
84682,1,Unduplicated
84683,1,Unduplicated
84684,1,Unduplicated
84685,1,Unduplicated
84686,1,Unduplicated
84687,1,Unduplicated
84688,1,Unduplicated
84689,1,Unduplicated
84690,1,Unduplicated
84691,2,Duplicated
84692,1,Unduplicated
84699,0,Unduplicated
84705A,1,Unduplicated
84705B,1,Unduplicated
84705C,1,Unduplicated
84705D,1,Unduplicated
84705E,0,Unduplicated
84705F,1,Unduplicated
84705b,1,Unduplicated
84706A,1,Unduplicated
84706B,1,Unduplicated
84706C,1,Unduplicated
84706D,1,Unduplicated
84706E,0,Unduplicated
84706F,1,Unduplicated
84707A,1,Unduplicated
84707B,1,Unduplicated
84708B,1,Unduplicated
84709A,2,Duplicated
84709B,1,Unduplicated
84711A,1,Unduplicated
84711B,1,Unduplicated
84712B,1,Unduplicated
84715,1,Unduplicated
84718,0,Unduplicated
84720,1,Unduplicated
84721,1,Unduplicated
84723,1,Unduplicated
84725,1,Unduplicated
84726,1,Unduplicated
84731,1,Unduplicated
84732B,1,Unduplicated
84732D,1,Unduplicated
84741C,1,Unduplicated
84743C,2,Duplicated
84744,1,Unduplicated
84745A,1,Unduplicated
84745B,1,Unduplicated
84746,1,Unduplicated
84748,1,Unduplicated
84750A,2,Duplicated
84750B,1,Unduplicated
84750C,0,Unduplicated
84751B,1,Unduplicated
84752B,0,Unduplicated
84753A,1,Unduplicated
84754,1,Unduplicated
84755,1,Unduplicated
84757,1,Unduplicated
84760L,1,Unduplicated
84760S,1,Unduplicated
84761,1,Unduplicated
84762A,1,Unduplicated
84762B,1,Unduplicated
84762C,1,Unduplicated
84763,2,Duplicated
84765,1,Unduplicated
84766,1,Unduplicated
84767,1,Unduplicated
84770,1,Unduplicated
84773,1,Unduplicated
84775,0,Unduplicated
84782A,2,Duplicated
84782B,2,Duplicated
84782C,1,Unduplicated
84789,1,Unduplicated
84791,1,Unduplicated
84792,1,Unduplicated
84795A,2,Duplicated
84795B,1,Unduplicated
84795C,2,Duplicated
84795D,2,Duplicated
84795E,1,Unduplicated
84795b,1,Unduplicated
84796A,1,Unduplicated
84796B,1,Unduplicated
84796a,1,Unduplicated
84796b,1,Unduplicated
84797A,1,Unduplicated
84797B,2,Duplicated
84797a,1,Unduplicated
84797b,1,Unduplicated
84798A,1,Unduplicated
84798B,1,Unduplicated
84798C,1,Unduplicated
84799,1,Unduplicated
84800L,2,Duplicated
84800M,1,Unduplicated
84800S,1,Unduplicated
84801A,3,Duplicated
84801B,1,Unduplicated
84802A,1,Unduplicated
84802B,1,Unduplicated
84803A,1,Unduplicated
84803B,1,Unduplicated
84804A,2,Duplicated
84804B,1,Unduplicated
84805A,2,Duplicated
84805B,2,Duplicated
84806A,1,Unduplicated
84806B,1,Unduplicated
84807,3,Duplicated
84809A,1,Unduplicated
84809B,2,Duplicated
84810C,0,Unduplicated
84811A,0,Unduplicated
84813,1,Unduplicated
84814A,1,Unduplicated
84814B,1,Unduplicated
84815,1,Unduplicated
84816,2,Duplicated
84817,1,Unduplicated
84818,2,Duplicated
84819,1,Unduplicated
84820,1,Unduplicated
84821,1,Unduplicated
84823,1,Unduplicated
84824,1,Unduplicated
84825,0,Unduplicated
84826,1,Unduplicated
84827,1,Unduplicated
84828,2,Duplicated
84830,1,Unduplicated
84832,1,Unduplicated
84836,1,Unduplicated
84837,1,Unduplicated
84838,1,Unduplicated
84839,2,Duplicated
84840,1,Unduplicated
84841,0,Unduplicated
84842,1,Unduplicated
84843,1,Unduplicated
84845A,1,Unduplicated
84845B,0,Unduplicated
84845C,1,Unduplicated
84845D,1,Unduplicated
84846A,1,Unduplicated
84847,1,Unduplicated
84849A,1,Unduplicated
84849B,1,Unduplicated
84849C,0,Unduplicated
84849D,1,Unduplicated
84854,1,Unduplicated
84855,2,Duplicated
84856L,1,Unduplicated
84856S,1,Unduplicated
84857A,1,Unduplicated
84857B,1,Unduplicated
84857C,1,Unduplicated
84858A,2,Duplicated
84858B,2,Duplicated
84858C,1,Unduplicated
84859A,1,Unduplicated
84859B,1,Unduplicated
84859C,2,Duplicated
84864A,1,Unduplicated
84865,2,Duplicated
84866,0,Unduplicated
84867A,1,Unduplicated
84867B,0,Unduplicated
84867a,1,Unduplicated
84867b,1,Unduplicated
84868A,1,Unduplicated
84868B,1,Unduplicated
84869,2,Duplicated
84870B,1,Unduplicated
84870C,1,Unduplicated
84871,0,Unduplicated
84872A,1,Unduplicated
84872a,1,Unduplicated
84873A,1,Unduplicated
84873B,0,Unduplicated
84873a,1,Unduplicated
84874A,0,Unduplicated
84874B,1,Unduplicated
84875A,1,Unduplicated
84875B,1,Unduplicated
84875D,2,Duplicated
84876B,2,Duplicated
84876C,1,Unduplicated
84876D,2,Duplicated
84877A,1,Unduplicated
84877B,1,Unduplicated
84877C,0,Unduplicated
84877D,3,Duplicated
84879,3,Duplicated
84880,1,Unduplicated
84881,1,Unduplicated
84882,1,Unduplicated
84884A,1,Unduplicated
84884a,1,Unduplicated
84886,1,Unduplicated
84891B,1,Unduplicated
84893,1,Unduplicated
84896C,0,Unduplicated
84897A,0,Unduplicated
84898E,0,Unduplicated
84898F,1,Unduplicated
84899A,0,Unduplicated
84899E,2,Duplicated
84899F,1,Unduplicated
84901,1,Unduplicated
84902,1,Unduplicated
84904,0,Unduplicated
84905,2,Duplicated
84906,2,Duplicated
84907,2,Duplicated
84908A,1,Unduplicated
84908B,1,Unduplicated
84909A,1,Unduplicated
84910A,1,Unduplicated
84912A,1,Unduplicated
84912B,2,Duplicated
84912a,1,Unduplicated
84913A,1,Unduplicated
84913B,1,Unduplicated
84914A,1,Unduplicated
84915,1,Unduplicated
84916,1,Unduplicated
84917,1,Unduplicated
84918,3,Duplicated
84919,2,Duplicated
84920,1,Unduplicated
84921,1,Unduplicated
84922,1,Unduplicated
84923,1,Unduplicated
84924A,1,Unduplicated
84924D,2,Duplicated
84924F,1,Unduplicated
84925A,1,Unduplicated
84925C,1,Unduplicated
84925D,2,Duplicated
84925E,1,Unduplicated
84925F,2,Duplicated
84926A,1,Unduplicated
84926B,1,Unduplicated
84926C,1,Unduplicated
84926D,1,Unduplicated
84926E,1,Unduplicated
84926F,1,Unduplicated
84927A,1,Unduplicated
84927C,0,Unduplicated
84927D,1,Unduplicated
84927E,1,Unduplicated
84927F,1,Unduplicated
84928,0,Unduplicated
84929,3,Duplicated
84931A,1,Unduplicated
84931B,1,Unduplicated
84932A,1,Unduplicated
84932B,1,Unduplicated
84932C,2,Duplicated
84932D,2,Duplicated
84933A,1,Unduplicated
84933B,1,Unduplicated
84933C,1,Unduplicated
84933D,0,Unduplicated
84934,2,Duplicated
84937,3,Duplicated
84938,0,Unduplicated
84940,0,Unduplicated
84942,1,Unduplicated
84944,4,Duplicated
84945,2,Duplicated
84946,2,Duplicated
84947,1,Unduplicated
84948,1,Unduplicated
84949,1,Unduplicated
84950,2,Duplicated
84951A,2,Duplicated
84951B,2,Duplicated
84951b,2,Duplicated
84952A,1,Unduplicated
84952B,1,Unduplicated
84952C,1,Unduplicated
84962,1,Unduplicated
84963A,1,Unduplicated
84963B,1,Unduplicated
84964A,1,Unduplicated
84964B,1,Unduplicated
84965A,1,Unduplicated
84965B,1,Unduplicated
84966A,2,Duplicated
84966B,1,Unduplicated
84966C,2,Duplicated
84967A,1,Unduplicated
84967B,1,Unduplicated
84967C,1,Unduplicated
84968A,2,Duplicated
84968B,3,Duplicated
84968C,2,Duplicated
84968D,3,Duplicated
84968E,3,Duplicated
84968F,3,Duplicated
84968a,2,Duplicated
84968b,2,Duplicated
84968d,2,Duplicated
84968e,2,Duplicated
84968f,1,Unduplicated
84969,3,Duplicated
84970L,1,Unduplicated
84970S,1,Unduplicated
84970l,1,Unduplicated
84970s,1,Unduplicated
84971L,1,Unduplicated
84971S,2,Duplicated
84971l,1,Unduplicated
84971s,1,Unduplicated
84972L,1,Unduplicated
84972M,0,Unduplicated
84974,1,Unduplicated
84975,1,Unduplicated
84976,1,Unduplicated
84977,1,Unduplicated
84978,2,Duplicated
84984A,2,Duplicated
84984B,2,Duplicated
84984C,2,Duplicated
84984D,2,Duplicated
84985A,1,Unduplicated
84985B,1,Unduplicated
84985a,1,Unduplicated
84985b,1,Unduplicated
84986A,0,Unduplicated
84986B,1,Unduplicated
84986b,1,Unduplicated
84987,1,Unduplicated
84988,2,Duplicated
84989A,1,Unduplicated
84989B,1,Unduplicated
84989a,1,Unduplicated
84989b,1,Unduplicated
84990,2,Duplicated
84991,1,Unduplicated
84992,1,Unduplicated
84993A,1,Unduplicated
84993B,1,Unduplicated
84993a,1,Unduplicated
84993b,1,Unduplicated
84997A,3,Duplicated
84997B,3,Duplicated
84997C,4,Duplicated
84997D,3,Duplicated
84997a,3,Duplicated
84997b,3,Duplicated
84997c,3,Duplicated
84997d,3,Duplicated
85006,1,Unduplicated
85007,1,Unduplicated
85008,1,Unduplicated
85014A,2,Duplicated
85014B,2,Duplicated
85014C,1,Unduplicated
85014D,1,Unduplicated
85014a,2,Duplicated
85014b,2,Duplicated
85015,1,Unduplicated
85016,1,Unduplicated
85017A,2,Duplicated
85017B,1,Unduplicated
85017C,4,Duplicated
85017D,0,Unduplicated
85018A,1,Unduplicated
85018B,1,Unduplicated
85018C,1,Unduplicated
85018D,1,Unduplicated
85019A,1,Unduplicated
85019B,2,Duplicated
85019C,2,Duplicated
85020,1,Unduplicated
85023A,1,Unduplicated
85023B,1,Unduplicated
85023C,1,Unduplicated
85024A,1,Unduplicated
85024B,1,Unduplicated
85024C,1,Unduplicated
85025A,0,Unduplicated
85025B,1,Unduplicated
85025C,2,Duplicated
85026B,1,Unduplicated
85027L,1,Unduplicated
85028L,1,Unduplicated
85028S,1,Unduplicated
85030,1,Unduplicated
85031A,1,Unduplicated
85031B,1,Unduplicated
85031C,1,Unduplicated
85032A,1,Unduplicated
85032B,1,Unduplicated
85032C,1,Unduplicated
85032D,2,Duplicated
85033G,1,Unduplicated
85033S,1,Unduplicated
85034A,3,Duplicated
85034B,1,Unduplicated
85034C,1,Unduplicated
85034a,1,Unduplicated
85034b,1,Unduplicated
85035A,2,Duplicated
85035B,2,Duplicated
85035C,2,Duplicated
85035a,1,Unduplicated
85035b,1,Unduplicated
85035c,1,Unduplicated
85036A,1,Unduplicated
85036B,3,Duplicated
85036C,3,Duplicated
85036a,1,Unduplicated
85036b,1,Unduplicated
85037,0,Unduplicated
85038,1,Unduplicated
85039A,1,Unduplicated
85039B,1,Unduplicated
85039C,1,Unduplicated
85039a,1,Unduplicated
85039b,1,Unduplicated
85040A,1,Unduplicated
85040B,1,Unduplicated
85040a,1,Unduplicated
85040b,1,Unduplicated
85041,1,Unduplicated
85042,1,Unduplicated
85043,1,Unduplicated
85044,1,Unduplicated
85045,1,Unduplicated
85047,1,Unduplicated
85048,1,Unduplicated
85049A,1,Unduplicated
85049B,2,Duplicated
85049C,1,Unduplicated
85049D,2,Duplicated
85049E,1,Unduplicated
85049F,1,Unduplicated
85049G,1,Unduplicated
85049H,1,Unduplicated
85049a,1,Unduplicated
85049b,1,Unduplicated
85049c,1,Unduplicated
85049d,1,Unduplicated
85049e,1,Unduplicated
85049g,1,Unduplicated
85050,1,Unduplicated
85051,0,Unduplicated
85053,1,Unduplicated
85054,3,Duplicated
85055,1,Unduplicated
85056,0,Unduplicated
85057,0,Unduplicated
85059,1,Unduplicated
85060,3,Duplicated
85061W,1,Unduplicated
85062,1,Unduplicated
85063,2,Duplicated
85064,1,Unduplicated
85065,2,Duplicated
85066,1,Unduplicated
85067,1,Unduplicated
85068,1,Unduplicated
85069,1,Unduplicated
85070,2,Duplicated
85071A,1,Unduplicated
85071B,1,Unduplicated
85071C,1,Unduplicated
85071D,1,Unduplicated
85072,1,Unduplicated
85073,0,Unduplicated
85074,0,Unduplicated
85077,1,Unduplicated
85078,2,Duplicated
85079,1,Unduplicated
85080,2,Duplicated
85081,2,Duplicated
85083,1,Unduplicated
85084,2,Duplicated
85085A,0,Unduplicated
85086A,1,Unduplicated
85086B,0,Unduplicated
85087,1,Unduplicated
85088,1,Unduplicated
85089,1,Unduplicated
85090,1,Unduplicated
85091,1,Unduplicated
85092,1,Unduplicated
85093,1,Unduplicated
85094,1,Unduplicated
85095,1,Unduplicated
85096,2,Duplicated
85097B,1,Unduplicated
85098A,0,Unduplicated
85098B,1,Unduplicated
85099B,4,Duplicated
85099C,1,Unduplicated
85099F,1,Unduplicated
85099b,1,Unduplicated
85099c,1,Unduplicated
85099f,1,Unduplicated
85103,3,Duplicated
85104,2,Duplicated
85105,0,Unduplicated
85106,1,Unduplicated
85107,2,Duplicated
85109,1,Unduplicated
85110,1,Unduplicated
85111,2,Duplicated
85112,2,Duplicated
85113,1,Unduplicated
85114A,1,Unduplicated
85114B,1,Unduplicated
85114C,1,Unduplicated
85114a,1,Unduplicated
85114b,1,Unduplicated
85114c,1,Unduplicated
85115B,1,Unduplicated
85116,1,Unduplicated
85117,1,Unduplicated
85118,1,Unduplicated
85119,1,Unduplicated
85120,0,Unduplicated
85121B,1,Unduplicated
85121C,1,Unduplicated
85123A,5,Duplicated
85123a,1,Unduplicated
85123b,1,Unduplicated
85124A,2,Duplicated
85124B,1,Unduplicated
85124C,1,Unduplicated
85124a,1,Unduplicated
85124b,1,Unduplicated
